Player,Team,GP,Poss,Poss,Freq,PPP,PTS,PTS,FGM,FGM,FGA,FGA,FG%,eFG%,FTFreq,TOFreq,SFFreq,And OneFreq,ScoreFreq,Percentile
Marvin  Williams,CHA,26,3,0.1,1.4%,1.67,5,0.2,2,0.1,3,0.1,66.7,83.3,0.0%,0.0%,0.0%,0.0%,66.7%,
Al Horford,BOS,27,9,0.3,2.5%,0.67,6,0.2,3,0.1,6,0.2,50.0,50.0,0.0%,33.3%,0.0%,0.0%,33.3%,
OG Anunoby,TOR,25,7,0.3,4.7%,0.29,2,0.1,0,0.0,2,0.1,0.0,0.0,28.6%,42.9%,28.6%,0.0%,28.6%,
Luc Mbah a Moute,HOU,23,6,0.3,3.5%,0.83,5,0.2,2,0.1,5,0.2,40.0,50.0,0.0%,16.7%,0.0%,0.0%,33.3%,
Danilo Gallinari,LAC,11,5,0.5,2.9%,0.40,2,0.2,1,0.1,5,0.5,20.0,20.0,0.0%,0.0%,0.0%,0.0%,20.0%,
Wilson Chandler,DEN,22,16,0.7,7.1%,1.13,18,0.8,6,0.3,14,0.6,42.9,57.1,12.5%,6.3%,12.5%,6.3%,43.8%,93.9
Brandon Paul,SAS,25,10,0.4,10.1%,0.40,4,0.2,1,0.0,6,0.2,16.7,16.7,10.0%,30.0%,10.0%,0.0%,20.0%,3.1
Kris Dunn,CHI,22,163,7.4,46.0%,0.76,124,5.6,56,2.5,125,5.7,44.8,46.0,5.5%,20.2%,5.5%,2.5%,37.4%,40.1
Ryan Anderson,HOU,24,5,0.2,2.0%,1.00,5,0.2,2,0.1,4,0.2,50.0,62.5,0.0%,20.0%,0.0%,0.0%,40.0%,
Chandler Parsons,MEM,21,37,1.8,21.4%,1.00,37,1.8,17,0.8,32,1.5,53.1,54.7,2.7%,10.8%,0.0%,0.0%,48.6%,85.9
Anthony Davis,NOP,23,6,0.3,1.2%,0.67,4,0.2,0,0.0,3,0.1,0.0,0.0,33.3%,16.7%,16.7%,0.0%,33.3%,
PJ Tucker,HOU,25,2,0.1,1.2%,0.00,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0%,50.0%,0.0%,0.0%,0.0%,
Dragan Bender,PHX,28,3,0.1,1.9%,0.00,0,0.0,0,0.0,2,0.1,0.0,0.0,0.0%,33.3%,0.0%,0.0%,0.0%,
Frank Ntilikina,NYK,23,84,3.7,43.8%,0.71,60,2.6,23,1.0,60,2.6,38.3,40.8,8.3%,21.4%,6.0%,1.2%,34.5%,28.7
Bobby Brown,HOU,7,14,2.0,38.9%,1.07,15,2.1,6,0.9,12,1.7,50.0,62.5,0.0%,14.3%,0.0%,0.0%,42.9%,88.8
Mike Scott,WAS,23,2,0.1,1.1%,2.00,4,0.2,2,0.1,2,0.1,100.0,100.0,0.0%,0.0%,0.0%,0.0%,100.0%,
Andre Iguodala,GSW,24,10,0.4,6.1%,1.30,13,0.5,5,0.2,10,0.4,50.0,65.0,0.0%,0.0%,0.0%,0.0%,50.0%,99.5
Josh Hart,LAL,20,3,0.2,4.3%,0.67,2,0.1,1,0.1,2,0.1,50.0,50.0,0.0%,33.3%,0.0%,0.0%,33.3%,
Sean Kilpatrick,BKN,16,34,2.1,30.9%,0.32,11,0.7,4,0.3,28,1.8,14.3,16.1,2.9%,14.7%,2.9%,0.0%,14.7%,1.5
Mario Hezonja,ORL,21,6,0.3,7.6%,1.17,7,0.3,3,0.1,5,0.2,60.0,70.0,0.0%,16.7%,0.0%,0.0%,50.0%,
Andre Roberson,OKC,25,2,0.1,1.5%,1.00,2,0.1,1,0.0,1,0.0,100.0,100.0,0.0%,50.0%,0.0%,0.0%,50.0%,
Isaiah Taylor,ATL,19,46,2.4,35.7%,0.67,31,1.6,9,0.5,29,1.5,31.0,32.8,17.4%,19.6%,17.4%,0.0%,34.8%,25.9
Mike Muscala,ATL,9,1,0.1,1.5%,0.00,0,0.0,0,0.0,1,0.1,0.0,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,
Wesley Johnson,LAC,25,17,0.7,8.4%,0.88,15,0.6,6,0.2,16,0.6,37.5,37.5,11.8%,0.0%,5.9%,5.9%,41.2%,67.0
Kyle Kuzma,LAL,24,13,0.5,3.5%,1.00,13,0.5,5,0.2,10,0.4,50.0,55.0,7.7%,15.4%,7.7%,0.0%,46.2%,85.9
Clint Capela,HOU,25,3,0.1,1.0%,0.67,2,0.1,1,0.0,1,0.0,100.0,100.0,0.0%,66.7%,0.0%,0.0%,33.3%,
Shabazz Muhammad,MIN,22,4,0.2,3.9%,1.50,6,0.3,3,0.1,4,0.2,75.0,75.0,0.0%,0.0%,0.0%,0.0%,75.0%,
Michael Kidd-Gilchrist,CHA,20,8,0.4,4.2%,0.75,6,0.3,2,0.1,6,0.3,33.3,33.3,37.5%,0.0%,37.5%,12.5%,50.0%,
Josh Huestis,OKC,20,2,0.1,3.0%,0.00,0,0.0,0,0.0,1,0.1,0.0,0.0,0.0%,50.0%,0.0%,0.0%,0.0%,
Jarrett Jack,NYK,24,102,4.3,50.5%,0.84,86,3.6,39,1.6,85,3.5,45.9,46.5,4.9%,13.7%,4.9%,2.0%,41.2%,59.7
Rondae Hollis-Jefferson,BKN,22,9,0.4,2.9%,0.56,5,0.2,2,0.1,6,0.3,33.3,33.3,11.1%,22.2%,11.1%,0.0%,33.3%,
Tony Allen,NOP,22,4,0.2,3.3%,1.50,6,0.3,3,0.1,3,0.1,100.0,100.0,0.0%,25.0%,0.0%,0.0%,75.0%,
Trevor Booker,BKN,18,1,0.1,0.5%,0.00,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0%,100.0%,0.0%,0.0%,0.0%,
Michael Beasley,NYK,20,6,0.3,3.2%,1.00,6,0.3,2,0.1,4,0.2,50.0,50.0,16.7%,16.7%,16.7%,0.0%,50.0%,
CJ Miles,TOR,22,14,0.6,6.8%,1.29,18,0.8,7,0.3,11,0.5,63.6,81.8,0.0%,21.4%,0.0%,0.0%,50.0%,98.5
Wayne Ellington,MIA,26,6,0.2,3.2%,1.00,6,0.2,2,0.1,5,0.2,40.0,60.0,0.0%,16.7%,0.0%,0.0%,33.3%,
Otto Porter Jr.,WAS,25,30,1.2,8.9%,1.30,39,1.6,17,0.7,29,1.2,58.6,62.1,6.7%,0.0%,6.7%,3.3%,60.0%,99.5
Bogdan Bogdanovic,SAC,23,68,3.0,27.6%,0.81,55,2.4,23,1.0,52,2.3,44.2,49.0,2.9%,20.6%,1.5%,0.0%,36.8%,50.8
Jerryd Bayless,PHI,21,15,0.7,7.8%,0.67,10,0.5,2,0.1,9,0.4,22.2,22.2,20.0%,20.0%,13.3%,0.0%,33.3%,22.9
Dwayne Bacon,CHA,25,32,1.3,25.6%,0.53,17,0.7,8,0.3,28,1.1,28.6,28.6,3.1%,9.4%,3.1%,0.0%,28.1%,10.7
Jodie Meeks,WAS,26,21,0.8,11.6%,0.76,16,0.6,5,0.2,17,0.7,29.4,38.2,4.8%,14.3%,4.8%,0.0%,28.6%,41.1
Kentavious Caldwell-Pope,LAL,23,47,2.0,14.3%,0.40,19,0.8,6,0.3,36,1.6,16.7,19.4,6.4%,17.0%,6.4%,0.0%,19.1%,4.1
Jameer Nelson,NOP,24,54,2.3,31.8%,0.74,40,1.7,15,0.6,36,1.5,41.7,47.2,7.4%,27.8%,3.7%,1.9%,33.3%,35.0
