Player,Team,GP,Poss,Poss,Freq,PPP,PTS,PTS,FGM,FGM,FGA,FGA,FG%,eFG%,FTFreq,TOFreq,SFFreq,And OneFreq,ScoreFreq,Percentile
Semi Ojeleye,BOS,35,3,0.1,2.8%,0.33,1,0.0,0,0.0,2,0.1,0.0,0.0,33.3%,0.0%,33.3%,0.0%,33.3%,
Tyler Johnson,MIA,32,4,0.1,1.1%,0.00,0,0.0,0,0.0,4,0.1,0.0,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,
Joel Bolomboy,MIL,2,1,0.5,14.3%,0.00,0,0.0,0,0.0,0,0.0,0.0,0.0,100.0%,0.0%,100.0%,0.0%,0.0%,
Marcus Morris,BOS,17,2,0.1,1.0%,1.50,3,0.2,1,0.1,2,0.1,50.0,50.0,50.0%,0.0%,50.0%,50.0%,50.0%,
Juan Hernangomez,DEN,17,9,0.5,15.0%,0.78,7,0.4,3,0.2,7,0.4,42.9,42.9,11.1%,11.1%,11.1%,0.0%,44.4%,
Channing Frye,CLE,31,6,0.2,5.0%,1.33,8,0.3,4,0.1,6,0.2,66.7,66.7,0.0%,0.0%,0.0%,0.0%,66.7%,
Meyers Leonard,POR,12,1,0.1,2.0%,2.00,2,0.2,1,0.1,1,0.1,100.0,100.0,0.0%,0.0%,0.0%,0.0%,100.0%,
Eric Moreland,DET,29,14,0.5,26.9%,1.00,14,0.5,6,0.2,10,0.3,60.0,60.0,21.4%,7.1%,21.4%,0.0%,57.1%,31.7
Dion Waiters,MIA,30,1,0.0,0.2%,0.00,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,
Allen Crabbe,BKN,30,3,0.1,0.8%,0.67,2,0.1,1,0.0,3,0.1,33.3,33.3,33.3%,0.0%,33.3%,33.3%,33.3%,
JaMychal Green,MEM,20,28,1.4,13.3%,0.96,27,1.4,12,0.6,24,1.2,50.0,50.0,10.7%,7.1%,10.7%,3.6%,50.0%,27.5
Jeff Teague,MIN,31,2,0.1,0.4%,0.00,0,0.0,0,0.0,2,0.1,0.0,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,
Troy Daniels,PHX,36,1,0.0,0.4%,2.00,2,0.1,1,0.0,1,0.0,100.0,100.0,0.0%,0.0%,0.0%,0.0%,100.0%,
Ben McLemore,MEM,21,4,0.2,2.6%,1.00,4,0.2,2,0.1,4,0.2,50.0,50.0,0.0%,0.0%,0.0%,0.0%,50.0%,
Nicolas Batum,CHA,20,7,0.4,2.9%,1.57,11,0.6,5,0.3,6,0.3,83.3,83.3,14.3%,0.0%,0.0%,0.0%,85.7%,
Dakari Johnson,OKC,6,1,0.2,4.8%,2.00,2,0.3,1,0.2,1,0.2,100.0,100.0,0.0%,0.0%,0.0%,0.0%,100.0%,
Manu Ginobili,SAS,29,4,0.1,1.4%,1.25,5,0.2,2,0.1,4,0.1,50.0,50.0,25.0%,0.0%,25.0%,25.0%,50.0%,
Raymond Felton,OKC,35,2,0.1,0.8%,0.00,0,0.0,0,0.0,2,0.1,0.0,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,
Fred VanVleet,TOR,33,2,0.1,0.9%,1.00,2,0.1,1,0.0,2,0.1,50.0,50.0,0.0%,0.0%,0.0%,0.0%,50.0%,
Omri Casspi,GSW,31,14,0.5,7.8%,1.29,18,0.6,6,0.2,11,0.4,54.5,54.5,21.4%,0.0%,21.4%,0.0%,64.3%,78.6
Jonas Jerebko,UTA,30,17,0.6,9.6%,1.12,19,0.6,8,0.3,14,0.5,57.1,57.1,11.8%,5.9%,11.8%,0.0%,58.8%,50.8
George Hill,SAC,30,5,0.2,1.7%,0.80,4,0.1,2,0.1,4,0.1,50.0,50.0,0.0%,20.0%,0.0%,0.0%,40.0%,
Reggie Bullock,DET,19,3,0.2,3.0%,1.33,4,0.2,2,0.1,3,0.2,66.7,66.7,0.0%,0.0%,0.0%,0.0%,66.7%,
Matthew Dellavedova,MIL,17,1,0.1,0.9%,2.00,2,0.1,1,0.1,1,0.1,100.0,100.0,0.0%,0.0%,0.0%,0.0%,100.0%,
Ian Clark,NOP,28,1,0.0,0.6%,0.00,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,
JJ Redick,PHI,29,5,0.2,1.1%,1.00,5,0.2,2,0.1,4,0.1,50.0,62.5,0.0%,20.0%,0.0%,0.0%,40.0%,
