,PLAYER,TEAM,AGE,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,USG%,PACE,PIE,FGM,FGA,FGM PG,FGA PG,FG%,GP RANK,W RANK,L RANK,MIN RANK,OFFRTG RANK,DEFRTG RANK,NETRTG RANK,AST% RANK,AST/TO RANK,AST Ratio RANK,OREB% RANK,DREB% RANK,REB% RANK,TO Ratio RANK,eFG% RANK,TS% RANK,USG% RANK,PACE RANK,PIE RANK,FGM RANK,FGA RANK,FGM PG RANK,FGA PG RANK,FG% RANK
,Luke Kennard,DET,21,22,10,12,16.3,106.4,104.3,2.1,9.7,1.14,13.9,1.0,9.4,5.2,12.2,50.8,52.5,18.4,97.83,6.8
,Andre Drummond,DET,24,27,14,13,33.1,105.7,107.0,-1.4,17.8,1.21,19.9,16.0,36.1,25.6,16.4,53.4,56.4,20.3,97.68,15.2
,Jon Leuer,DET,28,8,5,3,17.1,99.4,96.9,2.5,5.1,0.63,9.0,5.4,21.0,12.9,14.4,41.7,50.5,16.1,102.10,6.8
,Eric Moreland,DET,25,23,12,11,10.3,98.4,104.3,-5.9,10.3,1.38,31.8,13.0,22.0,17.2,23.0,50.0,50.9,7.2,97.77,5.4
,Langston Galloway,DET,26,25,13,12,13.7,105.6,91.4,14.2,7.2,2.43,10.6,1.3,12.5,7.0,4.4,54.6,56.7,18.6,99.75,10.2
,Anthony Tolliver,DET,32,24,12,12,18.7,104.9,99.6,5.2,8.3,1.67,14.2,3.4,13.4,8.2,8.5,55.7,58.5,14.9,97.49,7.8
,Stanley Johnson,DET,21,24,11,13,28.3,102.5,107.6,-5.1,6.7,1.39,13.2,1.5,13.0,7.1,9.5,42.2,45.2,13.8,97.88,4.3
,Tobias Harris,DET,25,27,14,13,33.3,105.7,108.7,-3.0,7.5,1.71,8.5,3.3,16.3,9.4,4.9,55.7,58.6,21.7,97.66,11.6
,Ish Smith,DET,29,27,14,13,20.0,100.7,100.6,0.1,33.4,3.66,27.8,1.7,10.8,6.1,7.6,47.8,49.3,22.5,98.24,11.6
,Avery Bradley,DET,27,27,14,13,31.5,103.5,106.8,-3.3,10.1,0.79,10.0,2.0,7.1,4.4,12.7,49.2,52.4,23.9,98.39,6.9
,Boban Marjanovic,DET,29,8,3,5,7.7,99.5,105.7,-6.2,16.1,0.50,9.1,15.4,18.0,16.7,18.3,60.0,65.5,34.8,101.42,13.1
,Reggie Bullock,DET,26,13,9,4,15.0,97.9,102.8,-4.9,9.2,4.00,21.7,2.5,5.7,3.9,5.4,40.8,41.0,9.5,98.19,4.9
,Reggie Jackson,DET,27,27,14,13,27.6,106.2,107.7,-1.5,31.2,2.15,24.1,3.2,8.9,6.0,11.2,51.8,56.2,25.9,98.35,11.7
,Nick Young,GSW,32,27,21,6,13.1,110.2,102.8,7.4,5.5,0.93,7.4,1.3,9.1,5.4,8.0,60.5,61.6,20.2,102.57,8.3
,Andre Iguodala,GSW,33,24,19,5,26.5,109.0,101.6,7.5,14.7,2.84,30.4,4.3,11.7,8.2,10.7,51.7,54.1,11.2,102.30,7.7
,Jordan Bell,GSW,22,22,19,3,11.3,120.7,98.6,22.2,12.1,1.50,23.1,11.3,17.1,14.6,15.4,74.2,73.7,13.5,104.74,11.8
,Kevon Looney,GSW,21,21,17,4,9.8,110.5,101.4,9.1,5.4,0.67,11.1,10.5,19.2,15.1,16.7,54.5,53.9,13.6,102.41,5.6
,Shaun Livingston,GSW,32,25,19,6,15.9,114.7,97.5,17.2,15.8,2.45,26.1,5.3,7.5,6.6,10.6,49.1,51.8,15.8,100.83,6.8
,Kevin Durant,GSW,29,23,18,5,34.5,116.8,103.9,12.9,22.7,1.49,18.0,2.2,18.2,11.0,12.0,58.4,62.7,29.8,103.81,15.8
,Draymond Green,GSW,27,25,19,6,32.2,113.7,99.6,14.1,28.2,2.69,38.8,4.0,19.8,12.7,14.4,52.8,57.1,15.5,104.34,11.6
,Omri Casspi,GSW,29,24,19,5,14.8,109.2,99.5,9.7,9.8,1.67,16.8,3.4,24.0,14.8,10.1,62.8,65.6,15.5,102.10,12.2
,JaVale McGee,GSW,29,24,19,5,8.1,121.4,110.7,10.7,8.8,1.44,13.8,10.6,16.9,14.0,9.6,54.7,58.4,17.5,105.71,9.0
,David West,GSW,37,26,20,6,12.5,107.2,96.0,11.2,19.9,1.46,20.6,7.7,20.6,14.9,14.0,67.6,68.2,22.6,97.06,17.6
,Zaza Pachulia,GSW,33,25,19,6,14.3,116.6,96.0,20.7,12.8,1.22,22.3,9.9,26.0,18.8,18.3,56.0,60.2,16.1,105.10,10.6
,Quinn Cook,GSW,24,6,5,1,11.2,101.4,109.1,-7.8,23.3,5.00,32.9,1.8,10.3,6.1,6.6,63.9,65.1,14.1,98.22,10.2
,Klay Thompson,GSW,27,28,22,6,33.4,113.2,100.7,12.4,11.8,1.61,12.7,1.7,11.1,6.9,7.9,61.1,62.4,23.7,103.22,11.8
,Patrick McCaw,GSW,22,24,19,5,13.4,112.1,107.4,4.8,14.6,3.60,30.3,1.9,5.6,3.8,8.4,58.7,60.3,11.4,101.60,6.5
,Stephen Curry,GSW,29,23,18,5,32.6,118.9,102.3,16.6,28.1,2.25,21.9,2.4,13.7,8.6,9.7,57.5,64.3,29.8,107.31,16.2
,Tarik Black,HOU,26,18,16,2,8.8,103.0,104.3,-1.2,6.4,0.55,9.0,11.4,23.3,17.3,16.4,54.8,57.1,16.7,100.26,7.3
,Luc Mbah a Moute,HOU,31,23,19,4,26.0,110.6,97.6,13.0,5.2,0.76,11.5,2.6,12.2,7.6,15.1,55.4,57.1,12.5,101.24,6.4
,Trevor Ariza,HOU,32,23,19,4,34.2,117.2,104.1,13.2,7.5,2.00,15.6,1.9,12.9,7.4,7.8,58.8,61.4,13.1,101.80,8.0
,Nene,HOU,35,18,15,3,14.1,115.1,96.7,18.4,11.5,0.90,13.0,6.9,18.2,12.7,14.5,65.4,69.3,20.5,104.99,11.8
,Bobby Brown,HOU,33,16,14,2,6.4,93.2,112.9,-19.8,18.9,1.25,14.7,0.0,7.8,3.7,11.8,39.8,40.1,24.8,100.10,3.2
,Eric Gordon,HOU,28,23,20,3,31.7,116.1,98.0,18.1,12.0,1.04,11.3,0.8,6.4,3.7,10.9,50.7,56.5,25.9,101.92,8.7
,Isaiah Canaan,HOU,26,1,1,0,4.0,118.0,152.3,-34.3,0.0,0.00,0.0,0.0,50.0,20.0,0.0,0.0,0.0,10.7,104.51,0.0
,Clint Capela,HOU,23,25,21,4,25.1,113.0,105.0,7.9,8.0,0.77,9.4,14.2,35.1,24.6,12.2,67.7,67.9,20.1,100.77,16.9
,Chris Paul,HOU,32,11,11,0,30.4,119.7,104.7,15.1,42.1,4.95,39.5,2.2,17.1,9.8,8.0,55.2,58.9,21.1,100.88,15.7
,Demetrius Jackson,HOU,23,12,9,3,5.2,80.3,97.4,-17.1,15.2,0.50,17.2,6.1,13.0,9.2,34.5,28.6,28.6,17.2,96.23,0.3
,PJ Tucker,HOU,32,25,21,4,27.0,113.1,98.9,14.2,4.4,0.76,11.8,4.7,19.3,12.3,15.5,54.8,57.7,10.5,102.15,6.6
,James Harden,HOU,28,25,21,4,35.9,116.5,103.9,12.5,46.6,2.17,24.2,2.0,14.5,8.3,11.2,56.7,63.4,35.8,101.94,19.6
,Zhou Qi,HOU,21,11,9,2,5.2,80.9,105.8,-24.9,3.3,0.25,3.6,3.0,15.0,8.7,14.5,25.0,33.1,19.8,99.59,0.5
,Ryan Anderson,HOU,29,24,20,4,28.4,114.3,105.2,9.0,3.7,0.77,6.4,5.3,15.8,10.6,8.3,62.2,63.8,15.8,101.08,8.5
,Briante Weber,HOU,24,4,4,0,3.4,53.8,142.4,-88.6,16.7,1.00,50.0,0.0,33.3,11.5,50.0,0.0,0.0,3.2,102.24,5.3
,Troy Williams,HOU,22,4,3,1,4.2,73.0,132.3,-59.4,14.3,1.00,8.1,4.3,21.4,10.8,8.1,22.2,24.2,25.9,100.56,-2.3
,Joe Young,IND,25,15,8,7,5.9,100.4,109.1,-8.7,12.9,1.33,14.2,3.3,11.4,6.8,10.6,46.1,48.3,22.3,103.11,6.3
,Domantas Sabonis,IND,21,25,16,9,24.6,107.5,106.5,1.0,12.9,1.06,14.9,12.3,26.5,19.5,14.1,55.2,60.1,21.3,100.96,12.6
,Darren Collison,IND,30,26,15,11,30.9,111.2,105.5,5.7,27.0,4.21,34.4,2.5,9.0,5.8,8.2,52.2,57.0,17.2,101.33,10.5
,Bojan Bogdanovic,IND,28,27,16,11,31.6,107.4,105.1,2.3,6.0,1.21,9.1,0.9,9.4,5.3,7.6,58.8,61.8,18.1,100.34,8.6
,Alex Poythress,IND,24,7,3,4,2.8,128.7,107.9,20.7,0.0,0.00,0.0,0.0,21.1,12.1,25.0,100,100,9.5,95.50,8.5
,TJ Leaf,IND,20,23,14,9,10.2,101.7,112.6,-11.0,3.0,0.83,5.9,6.6,12.9,9.5,7.1,52.1,52.0,14.2,102.90,5.1
,Al Jefferson,IND,32,10,5,5,13.9,103.4,109.9,-6.5,13.1,1.38,13.5,8.9,29.0,19.0,9.8,54.4,57.8,22.0,102.14,14.8
,Myles Turner,IND,21,20,12,8,29.8,109.4,102.7,6.7,7.9,1.14,10.5,3.9,22.5,13.6,9.2,53.7,57.1,20.9,101.03,11.4
,Ike Anigbogu,IND,19,6,3,3,2.9,118.6,125.4,-6.8,0.0,0.00,0.0,11.8,13.3,12.5,25.4,20.0,34.0,18.2,98.54,2.1
,Victor Oladipo,IND,25,26,16,10,34.0,109.9,103.9,6.0,19.3,1.20,14.3,2.2,14.6,8.7,12.0,56.0,59.7,31.0,100.55,14.5
,Lance Stephenson,IND,27,27,16,11,21.9,106.2,108.7,-2.5,17.8,1.87,22.2,4.4,21.7,13.0,11.9,48.7,50.5,18.9,99.85,9.5
,Thaddeus Young,IND,29,27,16,11,33.6,110.2,104.8,5.3,8.4,1.51,12.6,7.2,13.0,10.2,8.3,54.5,54.7,18.1,99.59,9.4
,Cory Joseph,IND,26,27,16,11,24.8,107.4,107.1,0.2,17.0,2.86,26.7,1.0,10.7,5.9,9.3,48.9,52.6,14.9,100.72,8.3
,Damien Wilkins,IND,37,14,8,6,6.4,105.9,106.6,-0.7,8.2,1.50,20.1,4.8,7.7,6.2,13.4,42.1,42.8,11.2,100.19,3.5
,Danilo Gallinari,LAC,29,11,6,5,31.8,105.7,103.8,1.9,13.2,1.81,14.5,0.6,15.0,7.5,8.0,40.3,47.5,21.3,97.31,8.5
,Blake Griffin,LAC,28,19,8,11,35.8,107.9,108.7,-0.8,24.9,1.68,17.0,4.0,21.3,12.3,10.1,48.3,54.2,30.2,98.22,14.4
,Jamil Wilson,LAC,27,7,2,5,12.4,117.2,113.6,3.6,7.9,1.67,15.2,3.8,10.0,6.7,9.1,60.0,60.0,14.9,92.67,4.9
,Sam Dekker,LAC,23,21,8,13,11.2,97.7,105.1,-7.4,5.1,0.73,7.4,5.3,14.4,9.8,10.1,39.2,41.9,18.5,101.71,5.3
,Wesley Johnson,LAC,30,25,10,15,25.6,107.4,108.3,-0.9,5.8,1.00,11.4,2.3,13.5,8.0,11.4,49.4,51.8,13.9,99.00,5.8
,Brice Johnson,LAC,23,7,2,5,4.0,119.7,91.9,27.8,4.0,0.33,7.8,4.5,22.9,15.8,23.3,62.5,67.6,17.3,105.41,11.1
,Montrezl Harrell,LAC,23,19,7,12,11.1,109.7,105.1,4.7,9.1,1.50,11.6,11.6,18.9,15.4,7.7,66.2,69.0,19.2,98.48,15.5
,Austin Rivers,LAC,25,25,10,15,33.7,107.1,110.9,-3.9,17.0,1.89,18.0,1.7,5.3,3.5,9.5,49.4,51.3,21.4,96.79,6.7
,Patrick Beverley,LAC,29,11,5,6,30.3,109.9,105.4,4.5,15.0,1.28,17.4,5.1,10.0,7.5,13.6,50.4,53.0,20.0,96.15,7.7
,DeAndre Jordan,LAC,29,25,10,15,32.5,106.6,109.4,-2.8,5.3,0.57,9.9,16.4,33.5,24.7,17.2,66.9,67.0,13.4,96.53,13.8
,Milos Teodosic,LAC,30,3,3,0,17.5,105.2,87.2,18.0,23.5,2.00,21.7,1.6,12.1,6.7,10.8,43.8,46.2,22.4,104.07,7.0
,Lou Williams,LAC,31,25,10,15,30.5,107.5,109.6,-2.1,25.6,1.79,19.7,1.8,8.2,4.9,11.0,53.3,59.2,27.1,100.35,13.0
,Sindarius Thornwell,LAC,23,25,10,15,16.5,95.9,106.4,-10.4,6.3,0.89,12.5,2.6,7.2,4.8,14.0,48.9,51.5,12.7,101.84,2.4
,C.J. Williams,LAC,27,13,5,8,9.7,95.5,113.1,-17.6,15.8,3.00,24.1,2.4,10.0,5.8,8.0,50.0,51.8,13.3,99.76,7.2
,Jawun Evans,LAC,21,18,6,12,12.9,103.3,105.8,-2.6,15.5,1.50,18.6,0.4,11.3,5.5,12.4,39.9,45.4,19.6,101.34,4.6
,Willie Reed,LAC,27,21,8,13,10.5,102.1,107.8,-5.7,3.8,0.56,5.4,8.3,25.0,15.9,9.6,69.5,69.9,16.7,105.36,12.5
,Vander Blue,LAL,25,4,1,3,7.0,102.1,88.0,14.1,4.3,0.50,16.7,0.0,3.8,2.3,33.3,33.3,33.3,7.8,101.71,-2.0
,Brook Lopez,LAL,29,26,10,16,22.9,99.9,102.2,-2.3,11.9,1.00,11.0,5.7,13.9,9.8,11.0,50.2,54.0,25.4,105.04,9.8
,Andrew Bogut,LAL,33,15,6,9,8.2,93.1,99.2,-6.1,10.9,0.91,27.8,9.1,28.8,18.4,30.6,60.0,60.0,8.6,105.94,9.1
,Lonzo Ball,LAL,20,26,10,16,33.1,99.2,103.8,-4.6,28.6,2.77,33.7,4.2,17.5,10.7,12.1,38.5,39.4,17.1,105.39,9.0
,Corey Brewer,LAL,31,26,10,16,11.5,100.0,104.5,-4.5,8.0,1.29,18.4,2.0,9.1,5.8,14.3,45.7,49.3,11.4,105.14,4.7
,Kyle Kuzma,LAL,22,25,10,15,30.4,102.9,105.1,-2.2,7.8,0.84,8.8,5.8,17.6,11.8,10.4,55.5,57.9,21.6,104.77,11.6
,Luol Deng,LAL,32,1,0,1,13.1,83.7,110.4,-26.8,11.1,1.00,25.0,0.0,0.0,0.0,25.0,50.0,50.0,8.8,111.40,3.9
,Ivica Zubac,LAL,20,6,3,3,2.4,83.7,114.8,-31.1,0.0,0.00,0.0,12.5,16.7,14.3,28.6,40.0,40.0,20.7,97.17,0.0
,Larry Nance Jr.,LAL,24,15,5,10,23.7,96.0,104.3,-8.3,7.0,0.89,11.0,10.3,21.0,15.4,12.4,58.0,60.6,15.2,104.39,11.1
,Jordan Clarkson,LAL,25,26,10,16,22.5,101.5,101.9,-0.4,22.8,1.60,16.4,4.4,9.9,7.2,10.2,53.8,56.8,28.1,104.27,14.2
,Josh Hart,LAL,22,21,9,12,13.9,104.9,104.1,0.8,4.0,1.00,11.5,2.7,14.1,8.5,11.5,52.8,55.7,10.1,101.71,6.9
,Alex Caruso,LAL,23,2,1,1,9.5,97.0,122.4,-25.4,25.0,2.00,50.0,0.0,16.7,6.9,25.0,50.0,50.0,8.1,118.30,5.5
,Kentavious Caldwell-Pope,LAL,24,24,9,15,34.5,100.1,102.7,-2.6,9.7,1.38,13.4,2.6,12.7,7.5,9.7,50.9,53.7,17.8,105.00,9.0
,Julius Randle,LAL,23,26,10,16,22.6,102.9,101.4,1.5,13.1,0.81,12.7,6.0,23.4,14.9,15.6,56.2,59.4,23.8,103.86,12.2
,Brandon Ingram,LAL,20,26,10,16,34.2,97.6,102.4,-4.8,13.8,1.15,14.1,3.2,13.8,8.4,12.3,46.2,50.7,22.1,104.53,8.2
,Tyler Ennis,LAL,23,12,4,8,5.5,108.0,84.7,23.3,18.0,2.25,24.5,1.8,11.8,7.2,10.9,36.4,42.1,18.3,103.52,7.7
,Chandler Parsons,MEM,29,21,7,14,20.6,107.6,103.5,4.1,15.2,1.95,19.1,2.2,14.0,8.1,9.8,64.0,63.9,18.3,97.86,11.0
,JaMychal Green,MEM,27,15,2,13,27.6,103.0,116.9,-13.9,7.4,0.86,11.2,7.3,18.7,12.9,13.0,55.1,57.2,17.4,91.80,7.7
,Wayne Selden,MEM,23,2,0,2,9.6,119.3,111.7,7.6,23.5,1.33,33.7,0.0,14.3,6.9,25.3,62.5,71.7,18.6,101.76,9.5
,Tyreke Evans,MEM,28,27,8,19,29.8,101.3,106.2,-4.8,25.6,2.00,18.3,3.5,16.2,9.9,9.2,54.1,57.4,27.4,96.31,15.9
,Brandan Wright,MEM,30,16,7,9,14.3,105.8,97.2,8.5,3.5,1.67,6.2,9.8,17.0,13.4,3.7,55.6,58.1,14.9,97.60,13.9
,Vincent Hunter,MEM,23,2,0,2,2.3,113.6,90.1,23.5,0.0,0.00,0.0,25.0,25.0,25.0,33.3,100,100,20.9,111.01,25.0
,Jarell Martin,MEM,23,25,8,17,16.7,98.2,103.3,-5.0,4.1,0.48,6.7,6.0,15.4,10.5,14.1,42.2,45.8,15.6,96.14,3.4
,Mike Conley,MEM,30,12,7,5,31.1,103.3,103.0,0.3,23.4,2.72,18.6,0.0,8.0,4.1,6.8,45.2,52.0,27.1,96.41,11.0
,Marc Gasol,MEM,32,27,8,19,35.0,101.2,108.7,-7.4,22.3,1.40,16.6,4.4,25.2,14.7,11.9,46.7,52.8,28.4,94.77,14.0
,Ivan Rabb,MEM,20,2,1,1,1.5,116.3,202.2,-85.9,33.3,0.00,50.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,97.48,0.0
,Ben McLemore,MEM,24,16,1,15,19.0,101.2,106.3,-5.1,8.1,0.83,10.7,2.4,11.8,7.2,12.8,49.5,52.3,19.3,94.34,5.1
,Kobi Simmons,MEM,20,1,0,1,5.0,126.3,121.5,4.8,0.0,0.00,0.0,0.0,0.0,0.0,0.0,100,100,7.8,103.72,4.1
,James Ennis III,MEM,27,26,8,18,24.8,100.7,105.8,-5.1,7.1,1.27,14.2,5.4,11.7,8.5,11.2,56.2,61.5,12.3,94.71,7.7
,Dillon Brooks,MEM,21,27,8,19,28.3,100.3,104.2,-3.9,7.1,0.87,13.0,2.6,11.4,7.0,14.9,52.0,54.5,13.9,95.74,4.6
,Deyonta Davis,MEM,21,14,2,12,11.8,97.7,95.5,2.2,5.2,1.00,9.0,8.0,23.8,16.2,9.0,63.4,64.4,13.9,97.01,14.1
,Mario Chalmers,MEM,31,26,8,18,23.0,102.2,103.1,-0.9,23.0,2.09,26.3,0.8,13.4,7.1,12.6,39.9,46.2,19.2,97.87,6.9
,Andrew Harrison,MEM,23,21,6,15,18.1,100.6,111.1,-10.5,20.3,1.91,23.3,2.5,10.1,6.1,12.2,45.3,51.7,18.0,93.67,7.6
,Josh Richardson,MIA,24,26,13,13,32.3,101.0,102.7,-1.7,9.0,0.91,13.9,2.2,8.4,5.3,15.3,49.6,51.7,16.7,98.31,4.8
,Derrick Walton Jr.,MIA,22,4,0,4,2.9,126.4,104.3,22.1,0.0,0.00,0.0,0.0,16.7,9.5,0.0,0.0,25.8,15.2,96.79,4.0
,Dion Waiters,MIA,26,24,12,12,30.6,99.7,104.5,-4.8,20.2,1.47,17.4,1.2,7.9,4.5,11.8,46.6,48.8,25.6,98.36,7.1
,Tyler Johnson,MIA,25,25,12,13,27.4,102.4,104.7,-2.3,11.6,1.58,14.9,1.7,11.6,6.8,9.4,49.8,54.3,18.8,97.45,8.1
,Wayne Ellington,MIA,30,26,13,13,20.3,105.8,102.7,3.1,7.7,2.50,11.6,1.1,9.8,5.5,4.7,59.8,61.7,16.7,97.04,9.2
,Hassan Whiteside,MIA,28,15,8,7,26.8,96.8,99.3,-2.4,2.8,0.26,2.8,11.3,37.9,25.0,10.9,58.8,61.2,22.8,98.52,20.9
,Jordan Mickey,MIA,23,6,3,3,7.5,111.2,110.5,0.7,0.0,0.00,0.0,9.8,36.6,23.2,17.4,50.0,56.3,16.5,101.64,9.8
,James Johnson,MIA,30,25,12,13,27.7,104.9,105.7,-0.9,22.9,1.65,25.2,3.8,16.9,10.6,15.3,55.2,58.2,19.9,98.02,10.9
,Okaro White,MIA,25,6,2,4,13.3,102.5,103.0,-0.5,3.4,2.00,9.8,4.5,11.0,7.9,4.9,56.3,57.7,10.5,98.32,5.7
,Justise Winslow,MIA,21,26,13,13,23.2,99.8,104.6,-4.7,13.1,1.81,19.1,4.8,21.6,13.3,10.5,47.3,49.0,15.7,98.23,9.6
,Udonis Haslem,MIA,37,3,1,2,3.5,139.5,91.0,48.5,25.0,0.00,66.7,0.0,10.0,6.3,0.0,100,100,5.1,90.76,9.2
,Goran Dragic,MIA,31,26,13,13,31.7,102.3,106.0,-3.7,23.5,1.92,19.8,2.4,12.0,7.2,10.3,51.8,55.7,25.2,98.86,12.0
,Kelly Olynyk,MIA,26,26,13,13,20.6,107.7,105.7,1.9,15.3,0.96,17.8,5.4,24.7,15.2,18.5,60.4,64.0,20.5,97.62,10.8
,Bam Adebayo,MIA,20,17,6,11,15.9,95.6,106.7,-11.1,3.7,0.55,6.7,10.3,20.9,15.2,12.3,61.0,65.4,14.4,96.85,10.8
,Eric Bledsoe,MIL,28,18,11,7,30.7,105.3,103.3,2.0,22.3,1.47,17.5,3.0,10.4,6.8,11.9,49.2,54.5,27.2,99.99,12.5
,Malcolm Brogdon,MIL,25,24,14,10,30.2,105.5,107.8,-2.3,19.4,2.62,22.3,0.8,10.5,5.5,8.5,53.9,56.5,19.8,97.13,9.7
,D.J. Wilson,MIL,21,10,7,3,3.5,88.9,118.2,-29.2,4.8,1.00,9.1,0.0,25.0,9.8,9.1,44.4,44.4,14.0,94.15,3.7
,Sterling Brown,MIL,22,5,2,3,5.8,92.9,106.3,-13.4,11.1,2.00,13.3,8.0,15.8,11.4,6.7,37.5,37.5,19.3,97.91,4.1
,DeAndre Liggins,MIL,29,22,13,9,16.1,99.7,107.2,-7.5,6.8,1.42,20.0,0.9,11.2,5.6,14.1,42.6,42.7,9.0,95.65,2.2
,Tony Snell,MIL,26,23,13,10,31.7,110.2,106.6,3.6,7.0,3.17,19.4,0.7,6.7,3.7,6.1,66.5,67.4,10.0,97.87,6.5
,Khris Middleton,MIL,26,25,15,10,36.9,110.5,105.8,4.6,18.4,1.86,18.1,2.0,15.1,8.6,9.7,53.9,58.4,24.3,97.65,11.8
,Rashad Vaughn,MIL,21,13,8,5,8.4,103.2,105.7,-2.5,11.6,8.00,18.3,1.2,9.0,5.3,2.3,56.1,57.5,15.7,93.68,9.0
,Thon Maker,MIL,20,25,15,10,19.1,104.2,109.3,-5.1,5.8,0.95,12.3,6.3,16.6,11.1,12.9,43.8,47.0,13.5,96.38,4.1
,Gary Payton II,MIL,25,9,6,3,8.1,102.1,102.1,0.1,12.8,2.00,20.0,1.7,15.5,8.5,10.0,40.5,40.5,15.2,95.89,2.7
,Giannis Antetokounmpo,MIL,23,24,14,10,37.5,109.7,103.6,6.1,22.8,1.52,14.2,6.5,26.0,16.3,9.3,55.7,61.4,33.5,97.47,20.8
,Mirza Teletovic,MIL,32,10,4,6,15.9,97.6,108.9,-11.3,10.3,1.43,13.5,2.5,14.7,9.1,9.5,62.3,62.3,18.7,98.59,9.7
,Matthew Dellavedova,MIL,27,13,7,6,20.0,104.3,108.4,-4.1,22.4,1.95,30.9,3.1,9.3,6.2,15.8,46.2,50.1,16.5,97.56,5.5
,Jason Terry,MIL,40,10,5,5,11.1,95.7,110.0,-14.4,8.2,1.50,20.1,0.0,12.5,5.5,13.4,34.2,37.7,10.5,95.01,3.6
,John Henson,MIL,26,24,14,10,23.4,112.0,103.6,8.5,8.3,1.03,15.0,9.7,22.9,16.7,14.6,56.4,56.0,15.1,97.58,9.1
,Joel Bolomboy,MIL,23,5,3,2,6.1,72.3,88.1,-15.9,0.0,0.00,0.0,16.1,12.0,14.3,23.1,25.0,37.7,11.7,99.31,4.3
,Nemanja Bjelica,MIN,29,18,11,7,15.3,106.0,103.3,2.7,7.4,1.00,11.4,3.3,19.1,11.0,11.4,70.5,72.5,16.1,100.26,11.7
,Shabazz Muhammad,MIN,25,22,12,10,11.4,100.2,121.3,-21.1,4.3,2.33,6.4,5.4,13.8,9.2,2.8,40.7,44.0,18.2,99.42,4.8
,Gorgui Dieng,MIN,27,25,14,11,17.4,103.5,111.3,-7.8,11.6,1.19,15.7,10.4,22.0,16.0,13.2,53.1,57.2,17.5,98.20,9.9
,Karl-Anthony Towns,MIN,22,28,16,12,35.4,109.6,108.3,1.4,7.8,0.76,8.5,8.8,29.8,19.2,11.1,56.8,61.5,23.1,97.75,14.8
,Jamal Crawford,MIN,37,28,16,12,17.7,104.1,112.9,-8.8,19.1,1.76,17.4,1.4,6.7,3.9,9.9,47.7,52.9,24.7,99.28,8.1
,Marcus Georges-Hunt,MIN,23,9,5,4,1.7,104.2,125.9,-21.8,10.0,1.00,16.7,5.9,0.0,3.7,16.7,50.0,50.0,14.0,99.17,2.3
,Andrew Wiggins,MIN,22,28,16,12,37.0,109.5,106.4,3.1,7.8,0.98,8.5,3.5,9.0,6.3,8.7,47.6,50.7,23.5,98.63,7.5
,Cole Aldrich,MIN,29,5,2,3,2.0,87.3,126.6,-39.3,14.3,0.00,25.8,0.0,14.3,5.3,0.0,0.0,17.4,11.2,101.60,-2.5
,Tyus Jones,MIN,21,28,16,12,17.1,108.7,104.7,3.9,21.7,4.75,39.8,1.4,11.5,6.3,8.4,50.6,55.1,10.9,96.37,9.0
,Jeff Teague,MIN,29,24,14,10,34.3,109.4,107.4,2.0,30.2,2.36,31.7,1.1,8.2,4.7,13.5,50.8,55.3,19.6,99.67,9.7
,Taj Gibson,MIN,32,28,16,12,33.5,111.4,104.4,7.0,6.5,1.10,12.6,9.7,19.0,14.4,11.4,55.0,59.5,14.1,98.04,9.7
,Aaron Brooks,MIN,32,11,5,6,4.8,100.5,135.4,-34.9,21.2,3.50,22.7,3.8,10.5,6.7,6.5,59.5,59.4,19.5,93.55,8.2
,Jimmy Butler,MIN,28,26,16,10,37.4,110.0,104.9,5.1,19.7,2.44,19.2,3.9,13.2,8.5,7.9,49.6,55.6,23.3,97.31,13.2
,DeMarcus Cousins,NOP,27,28,14,14,35.5,107.1,108.3,-1.2,24.0,1.02,15.4,6.7,32.6,19.9,15.1,52.5,57.3,34.3,101.34,16.7
,E'Twaun Moore,NOP,28,28,14,14,32.3,109.5,109.1,0.4,9.0,1.73,14.8,3.1,5.9,4.6,8.6,62.9,63.1,16.0,101.89,7.2
,Jordan Crawford,NOP,29,2,0,2,18.7,114.9,124.0,-9.1,36.0,2.25,33.3,5.9,2.6,4.2,14.8,64.3,64.3,20.3,102.21,7.5
,Darius Miller,NOP,27,28,14,14,20.3,106.8,110.3,-3.5,7.7,2.07,14.9,1.0,7.9,4.5,7.2,65.0,66.4,13.6,102.44,6.8
,Omer Asik,NOP,31,7,4,3,9.9,114.1,108.3,5.8,3.3,1.00,12.6,5.2,28.1,17.2,12.6,45.5,46.3,8.7,101.83,6.0
,Rajon Rondo,NOP,31,14,7,7,26.1,112.1,116.4,-4.2,39.7,3.77,47.2,2.2,16.1,9.2,12.5,54.5,55.1,15.3,104.03,11.0
,Cheick Diallo,NOP,21,15,6,9,7.3,98.3,120.5,-22.2,4.0,0.43,6.7,7.5,25.0,15.9,15.7,56.3,56.3,15.8,104.87,6.1
,Dante Cunningham,NOP,30,27,14,13,23.0,107.0,104.4,2.7,3.8,2.25,10.6,5.0,14.4,9.7,4.7,51.9,53.0,10.5,103.66,5.7
,Josh Smith,NOP,32,3,2,1,3.9,77.5,103.7,-26.2,0.0,0.00,0.0,15.8,14.3,15.4,0.0,25.0,25.0,13.1,106.54,-4.5
