Player,Team,GP,Poss,Poss,Freq,PPP,PTS,PTS,FGM,FGM,FGA,FGA,FG%,eFG%,FTFreq,TOFreq,SFFreq,And OneFreq,ScoreFreq,Percentile
Ed Davis,POR,26,4,0.2,3.0%,1.00,4,0.2,2,0.1,4,0.2,50.0,50.0,0.0%,0.0%,0.0%,0.0%,50.0%,
Nene Hilario,HOU,18,6,0.3,5.0%,0.33,2,0.1,1,0.1,6,0.3,16.7,16.7,0.0%,0.0%,0.0%,0.0%,16.7%,
Darrell Arthur,DEN,1,2,2.0,66.7%,0.00,0,0.0,0,0.0,2,2.0,0.0,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,
Brandon Paul,SAS,26,44,1.7,43.6%,0.91,40,1.5,12,0.5,36,1.4,33.3,44.4,9.1%,9.1%,9.1%,0.0%,36.4%,35.8
Jason Smith,WAS,10,9,0.9,22.0%,1.00,9,0.9,3,0.3,8,0.8,37.5,43.8,11.1%,0.0%,11.1%,0.0%,44.4%,
Shaun Livingston,GSW,25,5,0.2,3.6%,0.80,4,0.2,2,0.1,4,0.2,50.0,50.0,0.0%,20.0%,0.0%,0.0%,40.0%,
Reggie Bullock,DET,13,17,1.3,37.8%,0.47,8,0.6,3,0.2,16,1.2,18.8,25.0,0.0%,5.9%,0.0%,0.0%,17.6%,3.4
Kris Dunn,CHI,22,58,2.6,16.4%,0.91,53,2.4,18,0.8,49,2.2,36.7,49.0,5.2%,10.3%,5.2%,0.0%,36.2%,37.5
Jarrett Jack,NYK,25,34,1.4,16.1%,0.85,29,1.2,12,0.5,28,1.1,42.9,50.0,5.9%,11.8%,5.9%,0.0%,38.2%,28.5
Davis Bertans,SAS,2,5,2.5,62.5%,0.60,3,1.5,1,0.5,5,2.5,20.0,30.0,0.0%,0.0%,0.0%,0.0%,20.0%,
Tyler Zeller,BKN,18,21,1.2,14.6%,1.19,25,1.4,10,0.6,19,1.1,52.6,60.5,9.5%,0.0%,4.8%,0.0%,52.4%,83.2
Josh Hart,LAL,21,25,1.2,35.7%,1.04,26,1.2,9,0.4,24,1.1,37.5,52.1,4.0%,0.0%,0.0%,0.0%,40.0%,59.0
Frank Ntilikina,NYK,24,27,1.1,13.2%,1.11,30,1.3,11,0.5,25,1.0,44.0,60.0,0.0%,7.4%,0.0%,0.0%,40.7%,73.3
Bobby Brown,HOU,7,6,0.9,16.7%,1.00,6,0.9,2,0.3,6,0.9,33.3,50.0,0.0%,0.0%,0.0%,0.0%,33.3%,
Isaiah Taylor,ATL,20,25,1.3,18.5%,0.76,19,1.0,8,0.4,23,1.2,34.8,41.3,0.0%,8.0%,0.0%,0.0%,32.0%,18.9
Tyler Ulis,PHX,28,32,1.1,10.8%,1.00,32,1.1,12,0.4,29,1.0,41.4,50.0,3.1%,6.3%,3.1%,0.0%,40.6%,51.0
Patrick Patterson,OKC,26,28,1.1,34.6%,1.21,34,1.3,12,0.5,28,1.1,42.9,60.7,0.0%,0.0%,0.0%,0.0%,42.9%,87.6
Sean Kilpatrick,BKN,16,30,1.9,27.3%,1.00,30,1.9,10,0.6,27,1.7,37.0,51.9,3.3%,6.7%,3.3%,0.0%,36.7%,51.0
Pascal Siakam,TOR,24,62,2.6,35.8%,0.68,42,1.8,18,0.8,56,2.3,32.1,36.6,3.2%,8.1%,3.2%,1.6%,30.6%,11.1
Michael Kidd-Gilchrist,CHA,20,77,3.9,40.5%,0.91,70,3.5,35,1.8,75,3.8,46.7,46.7,2.6%,2.6%,2.6%,2.6%,45.5%,35.8
Tristan Thompson,CLE,9,2,0.2,5.6%,0.50,1,0.1,0,0.0,1,0.1,0.0,0.0,50.0%,0.0%,50.0%,0.0%,50.0%,
Mason Plumlee,DEN,27,7,0.3,3.6%,0.86,6,0.2,3,0.1,7,0.3,42.9,42.9,0.0%,0.0%,0.0%,0.0%,42.9%,
Marcin Gortat,WAS,27,11,0.4,4.2%,0.64,7,0.3,3,0.1,9,0.3,33.3,33.3,18.2%,9.1%,18.2%,9.1%,27.3%,8.7
Josh Huestis,OKC,20,38,1.9,56.7%,0.53,20,1.0,6,0.3,29,1.5,20.7,31.0,5.3%,18.4%,2.6%,0.0%,21.1%,4.6
Daniel Theis,BOS,27,16,0.6,12.0%,0.56,9,0.3,3,0.1,15,0.6,20.0,30.0,0.0%,6.3%,0.0%,0.0%,18.8%,5.3
Raul Neto,UTA,17,25,1.5,28.4%,1.04,26,1.5,10,0.6,23,1.4,43.5,56.5,0.0%,8.0%,0.0%,0.0%,40.0%,59.0
Michael Beasley,NYK,21,25,1.2,12.4%,0.60,15,0.7,7,0.3,22,1.0,31.8,34.1,4.0%,12.0%,4.0%,4.0%,28.0%,6.6
Tony Allen,NOP,22,21,1.0,17.5%,0.86,18,0.8,7,0.3,21,1.0,33.3,42.9,0.0%,0.0%,0.0%,0.0%,33.3%,28.9
Bogdan Bogdanovic,SAC,24,57,2.4,22.2%,0.68,39,1.6,13,0.5,47,2.0,27.7,34.0,7.0%,10.5%,7.0%,0.0%,29.8%,11.5
Johnny O'Bryant III,CHA,7,8,1.1,21.6%,1.13,9,1.3,4,0.6,7,1.0,57.1,64.3,0.0%,12.5%,0.0%,0.0%,50.0%,
Jordan Mickey,MIA,3,1,0.3,7.7%,0.00,0,0.0,0,0.0,1,0.3,0.0,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,
Lucas Nogueira,TOR,17,5,0.3,8.2%,0.00,0,0.0,0,0.0,5,0.3,0.0,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,
Dennis Smith Jr.,DAL,23,60,2.6,14.2%,0.88,53,2.3,20,0.9,54,2.3,37.0,49.1,0.0%,10.0%,0.0%,0.0%,33.3%,32.2
Kentavious Caldwell-Pope,LAL,24,69,2.9,19.6%,1.04,72,3.0,22,0.9,61,2.5,36.1,49.2,8.7%,2.9%,8.7%,0.0%,39.1%,59.8
Jameer Nelson,NOP,24,41,1.7,24.1%,0.83,34,1.4,12,0.5,36,1.5,33.3,45.8,2.4%,9.8%,2.4%,0.0%,31.7%,26.0
David West,GSW,26,30,1.2,19.0%,1.00,30,1.2,12,0.5,27,1.0,44.4,48.1,10.0%,3.3%,10.0%,3.3%,46.7%,51.0
Anthony Tolliver,DET,24,71,3.0,47.0%,1.24,88,3.7,27,1.1,61,2.5,44.3,62.3,11.3%,4.2%,9.9%,1.4%,46.5%,89.8
Malachi Richardson,SAC,12,22,1.8,43.1%,1.09,24,2.0,6,0.5,17,1.4,35.3,47.1,22.7%,4.5%,22.7%,4.5%,45.5%,68.2
Ron Baker,NYK,9,5,0.6,13.9%,1.80,9,1.0,3,0.3,5,0.6,60.0,90.0,0.0%,0.0%,0.0%,0.0%,60.0%,
Andrew Harrison,MEM,21,37,1.8,25.5%,1.03,38,1.8,14,0.7,35,1.7,40.0,54.3,0.0%,5.4%,0.0%,0.0%,37.8%,57.3
Marreese Speights,ORL,21,50,2.4,32.7%,1.10,55,2.6,19,0.9,47,2.2,40.4,58.5,2.0%,6.0%,2.0%,2.0%,38.0%,70.3
Jahil Okafor,PHI,2,3,1.5,21.4%,1.00,3,1.5,1,0.5,2,1.0,50.0,50.0,33.3%,0.0%,33.3%,0.0%,66.7%,
Frank Mason,SAC,20,32,1.6,16.9%,0.78,25,1.3,9,0.5,28,1.4,32.1,37.5,6.3%,6.3%,6.3%,0.0%,34.4%,20.8
Justin Anderson,PHI,10,25,2.5,45.5%,0.88,22,2.2,7,0.7,23,2.3,30.4,43.5,4.0%,4.0%,4.0%,0.0%,32.0%,31.3
John Henson,MIL,24,9,0.4,4.8%,0.67,6,0.3,3,0.1,9,0.4,33.3,33.3,0.0%,0.0%,0.0%,0.0%,33.3%,
Patty Mills,SAS,28,62,2.2,21.5%,1.44,89,3.2,32,1.1,60,2.1,53.3,71.7,1.6%,1.6%,1.6%,0.0%,53.2%,96.6
Dejounte Murray,SAS,28,21,0.8,9.1%,1.24,26,0.9,11,0.4,18,0.6,61.1,69.4,4.8%,14.3%,4.8%,4.8%,52.4%,89.5
Maxi Kleber,DAL,22,32,1.5,30.2%,1.34,43,2.0,16,0.7,31,1.4,51.6,69.4,0.0%,3.1%,0.0%,0.0%,50.0%,94.4
DeAndre Liggins,MIL,22,36,1.6,53.7%,1.06,38,1.7,14,0.6,33,1.5,42.4,56.1,2.8%,8.3%,2.8%,2.8%,38.9%,61.6
Greg Monroe,MIL,5,3,0.6,7.3%,0.67,2,0.4,1,0.2,3,0.6,33.3,33.3,0.0%,0.0%,0.0%,0.0%,33.3%,
Jakob Poeltl,TOR,25,2,0.1,1.3%,1.50,3,0.1,1,0.0,1,0.0,100.0,150.0,0.0%,50.0%,0.0%,0.0%,50.0%,
Kenneth Faried,DEN,23,2,0.1,1.3%,0.00,0,0.0,0,0.0,2,0.1,0.0,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,
Andre Iguodala,GSW,24,32,1.3,19.6%,0.56,18,0.8,7,0.3,29,1.2,24.1,29.3,3.1%,6.3%,3.1%,0.0%,25.0%,5.3
Emmanuel Mudiay,DEN,27,76,2.8,23.5%,0.93,71,2.6,24,0.9,63,2.3,38.1,50.0,7.9%,11.8%,6.6%,2.6%,36.8%,40.9
Alex Len,PHX,24,7,0.3,3.3%,0.43,3,0.1,1,0.0,6,0.3,16.7,16.7,28.6%,0.0%,28.6%,14.3%,28.6%,
Kyle Korver,CLE,28,47,1.7,19.6%,1.62,76,2.7,25,0.9,44,1.6,56.8,84.1,2.1%,4.3%,2.1%,0.0%,55.3%,99.1
Kemba Walker,CHA,24,58,2.4,11.4%,1.19,69,2.9,24,1.0,52,2.2,46.2,61.5,5.2%,5.2%,5.2%,0.0%,46.6%,82.7
Malcolm Brogdon,MIL,24,72,3.0,23.3%,0.94,68,2.8,25,1.0,68,2.8,36.8,46.3,4.2%,1.4%,4.2%,0.0%,38.9%,43.0
T.J. Leaf,IND,23,23,1.0,28.8%,0.83,19,0.8,7,0.3,20,0.9,35.0,45.0,8.7%,8.7%,8.7%,4.3%,34.8%,25.2
Luke Babbitt,ATL,24,71,3.0,45.8%,1.28,91,3.8,33,1.4,67,2.8,49.3,67.9,0.0%,5.6%,0.0%,0.0%,46.5%,92.6
Darren Collison,IND,26,55,2.1,17.7%,1.20,66,2.5,23,0.9,50,1.9,46.0,61.0,7.3%,5.5%,7.3%,3.6%,45.5%,85.6
Joe Harris,BKN,24,66,2.8,29.9%,1.14,75,3.1,25,1.0,57,2.4,43.9,62.3,4.5%,10.6%,3.0%,1.5%,39.4%,78.0
Stephen Curry,GSW,23,59,2.6,11.1%,1.07,63,2.7,23,1.0,56,2.4,41.1,53.6,1.7%,3.4%,1.7%,0.0%,40.7%,64.9
CJ McCollum,POR,25,78,3.1,14.9%,1.37,107,4.3,39,1.6,73,2.9,53.4,69.9,3.8%,3.8%,3.8%,1.3%,52.6%,95.4
Kyle Kuzma,LAL,25,116,4.6,29.7%,0.98,114,4.6,42,1.7,102,4.1,41.2,52.5,4.3%,8.6%,4.3%,0.9%,39.7%,47.4
Luke Kennard,DET,22,37,1.7,24.7%,1.08,40,1.8,16,0.7,36,1.6,44.4,55.6,2.7%,2.7%,2.7%,2.7%,43.2%,66.6
Evan Turner,POR,26,48,1.8,18.4%,0.60,29,1.1,13,0.5,47,1.8,27.7,30.9,0.0%,2.1%,0.0%,0.0%,27.1%,7.7
Mario Hezonja,ORL,21,30,1.4,38.0%,0.83,25,1.2,9,0.4,27,1.3,33.3,46.3,0.0%,10.0%,0.0%,0.0%,30.0%,26.3
Jonathon Simmons,ORL,28,84,3.0,19.5%,1.15,97,3.5,35,1.3,77,2.8,45.5,58.4,7.1%,4.8%,7.1%,3.6%,44.0%,78.6
Dwight  Powell,DAL,27,25,0.9,15.0%,0.80,20,0.7,8,0.3,23,0.9,34.8,41.3,4.0%,8.0%,4.0%,4.0%,32.0%,22.0
Zach Randolph,SAC,25,60,2.4,15.7%,1.03,62,2.5,25,1.0,57,2.3,43.9,53.5,1.7%,5.0%,1.7%,1.7%,41.7%,57.9
Gian Clavell,DAL,4,5,1.3,38.5%,1.80,9,2.3,3,0.8,5,1.3,60.0,90.0,0.0%,0.0%,0.0%,0.0%,60.0%,
Shelvin Mack,ORL,21,32,1.5,26.9%,0.78,25,1.2,9,0.4,25,1.2,36.0,48.0,6.3%,15.6%,0.0%,0.0%,31.3%,20.8
Jason Terry,MIL,10,10,1.0,41.7%,0.90,9,0.9,3,0.3,7,0.7,42.9,50.0,10.0%,20.0%,10.0%,0.0%,40.0%,34.7
Al Jefferson,IND,10,3,0.3,4.4%,0.67,2,0.2,1,0.1,3,0.3,33.3,33.3,0.0%,0.0%,0.0%,0.0%,33.3%,
Gorgui Dieng,MIN,25,46,1.8,26.4%,0.93,43,1.7,18,0.7,41,1.6,43.9,48.8,4.3%,6.5%,4.3%,0.0%,43.5%,41.6
Iman Shumpert,CLE,13,18,1.4,23.1%,0.44,8,0.6,2,0.2,15,1.2,13.3,20.0,11.1%,11.1%,11.1%,5.6%,16.7%,2.5
Bismack Biyombo,ORL,28,4,0.1,2.8%,0.50,2,0.1,1,0.0,4,0.1,25.0,25.0,0.0%,0.0%,0.0%,0.0%,25.0%,
Arron Afflalo,ORL,22,24,1.1,33.8%,0.67,16,0.7,6,0.3,23,1.0,26.1,34.8,0.0%,4.2%,0.0%,0.0%,25.0%,10.3
Amir Johnson,PHI,25,13,0.5,10.0%,0.77,10,0.4,4,0.2,12,0.5,33.3,41.7,0.0%,7.7%,0.0%,0.0%,30.8%,19.8
Tim Frazier,WAS,27,30,1.1,21.0%,0.70,21,0.8,8,0.3,25,0.9,32.0,38.0,3.3%,13.3%,3.3%,0.0%,30.0%,12.1
Tyus Jones,MIN,28,32,1.1,28.3%,1.13,36,1.3,12,0.4,29,1.0,41.4,55.2,6.3%,6.3%,6.3%,3.1%,40.6%,76.2
Skal Labissière,SAC,25,20,0.8,9.2%,0.60,12,0.5,5,0.2,19,0.8,26.3,31.6,5.0%,5.0%,5.0%,5.0%,25.0%,6.6
